level_0,molregno,stand_type,pchembl_value,stand_value,canonical_smiles,stand_inchi,chembl_id,tid,pref_name,index,scaffolds_murcko,scaffolds_generic,scaffolds_csk
87,1269848,IC50,7.02,95.0,O=C1COc2ccc(C3=Nn4ccnc4SC3c3ccccc3)cc2N1,LPNILISJTWTRLC-UHFFFAOYSA-N,CHEMBL1928877,56,Androgen Receptor ,1,O=C1COc2ccc(C3=Nn4ccnc4SC3c3ccccc3)cc2N1,CC1CCC2CCC(C3CC4CCCC4CC3C3CCCCC3)CC2C1,C1CCC(C2CC3CCCC3CC2C2CCC3CCCCC3C2)CC1
88,426843,IC50,7.47,34.0,O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OC[C@@H](C(F)(F)F)N3CC(F)(F)F,ZRLFPURXVGRESW-NSHDSACASA-N,CHEMBL257988,56,Androgen Receptor ,1,O=c1ccc2cc3c(cc2[nH]1)OCCN3,CC1CC2CC3CCC(C(C)(C)C)C(CC(C)(C)C)C3CC2C(C(C)(C)C)C1,C1CCC2CC3CCCCC3CC2C1
89,579260,IC50,8.6,2.5,O=[N+]([O-])c1ccc(N2CCCC2)c2ccccc12,FLUWUUPEIABQQO-UHFFFAOYSA-N,CHEMBL570897,56,Androgen Receptor ,1,c1ccc2c(N3CCCC3)cccc2c1,CC(C)C1CCC(C2CCCC2)C2CCCCC12,C1CCC2C(C1)CCCC2C1CCCC1
90,262981,IC50,7.44,36.0,CC1=CC(C)(C)Nc2cc3nc(O)cc(C)c3cc21,UOYTXPZOHZGXMV-UHFFFAOYSA-N,CHEMBL346487,56,Androgen Receptor ,1,C1=Cc2cc3cccnc3cc2NC1,CC1CC(C)C2CC3C(C)CC(C)(C)CC3CC2C1,C1CCC2CC3CCCCC3CC2C1
91,426063,IC50,7.92,12.0,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1CO2,WMEDEHCOIWDSLD-UHFFFAOYSA-N,CHEMBL256947,56,Androgen Receptor ,1,O=c1ccc2c3c(ccc2[nH]1)-c1ccccc1OC3,CCC1CCCC2CCC3C(CCC4CC(C)CC(C)C43)C12,C1CCC2C(C1)CCC1C3CCCCC3CCC21
92,1177661,IC50,7.01,97.0,CCOC(=O)c1ccc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)o1,JVUKWXNRDHUQML-UHFFFAOYSA-N,CHEMBL1830950,56,Androgen Receptor ,1,O=C1C(Oc2ccccc2)CCN1Cc1ccco1,CCCC(C)C1CCC(CC2CC(C)(C)C(CC3CCC(CC)C(C(C)(C)C)C3)C2C)C1,C1CCC(CC2CCC(CC3CCCC3)C2)CC1
93,2028869,IC50,7.43,37.0,C[C@]12CC[C@H]3[C@@H](CC4(CC4)C4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@]21C=CC(=O)O1,RZLNRXBPGQEHEO-RFYWBZLDSA-N,CHEMBL3695614,56,Androgen Receptor ,1,O=C1C=C2C(CC1)C1CCC3C(CCC34C=CC(=O)O4)C1CC21CC1,CC1CCC2C3CCC4(C)C(CCC45CCC(C)C5)C3CC3(CC3)C2C1,C1CCC2C(C1)C1CCC3C(CCC34CCCC4)C1CC21CC1
94,415471,IC50,8.7,2.0,CC(C)C(O)(c1nc2cc(Cl)c(Cl)cc2[nH]1)C(F)(F)F,ZFXDDXAVZDTACE-UHFFFAOYSA-N,CHEMBL401458,56,Androgen Receptor ,1,c1ccc2[nH]cnc2c1,CC1CC2CC(C(C)(C(C)C)C(C)(C)C)CC2CC1C,C1CCC2CCCC2C1
95,2457179,IC50,7.06,88.0,C[C@](O)(Cn1ccc2cc([N+](=O)[O-])ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,QGXGRPOEFUFKOW-IBGZPJMESA-N,CHEMBL4586748,56,Androgen Receptor ,1,O=C(CCn1ccc2ccccc21)Nc1ccccc1,CCC1CCC(CC(C)C(C)(C)CC2CCC3CC(C(C)C)CCC32)CC1C(C)(C)C,C1CCC(CCCCC2CCC3CCCCC23)CC1
96,457265,IC50,7.46,35.0,N#Cc1ccc(SCC2CC2)cc1C(F)(F)F,ZVICGEBBYBNKII-UHFFFAOYSA-N,CHEMBL453623,56,Androgen Receptor ,1,c1ccc(SCC2CC2)cc1,CCC1CCC(CCC2CC2)CC1C(C)(C)C,C1CCC(CCC2CC2)CC1
97,1385285,IC50,7.11,77.0,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1OCCOCCCc1ccc(O)c(C(N)=O)c1,KUOQAMSPZBSJES-UHFFFAOYSA-N,CHEMBL2113034,56,Androgen Receptor ,1,O=C1CN(OCCOCCCc2ccccc2)C(=O)N1c1ccccc1,CCC1CCC(C2C(C)C(CCCCCCCC3CCC(C)C(C(C)C)C3)C(C)(C)C2C)CC1C(C)(C)C,C(CCCC1CCCCC1)CCCC1CCC(C2CCCCC2)C1
98,364605,IC50,7.37,42.7,BrCC(Br)C1CCC(Br)C(Br)C1,PQRRSJBLKOPVJV-UHFFFAOYSA-N,CHEMBL375107,56,Androgen Receptor ,1,C1CCCCC1,CCC(C)C1CCC(C)C(C)C1,C1CCCCC1
99,2501214,IC50,7.44,36.0,C[C@](O)(Cn1cc([N+](=O)[O-])cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,LDIGXZUZJMDBIM-AWEZNQCLSA-N,CHEMBL4753877,56,Androgen Receptor ,1,O=C(CCn1cccn1)Nc1ccccc1,CCC1CCC(CC(C)C(C)(C)CC2CCC(C(C)C)C2)CC1C(C)(C)C,C1CCC(CCCCC2CCCC2)CC1
100,557240,IC50,7.51,31.0,C[C@@H]1C[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1O,KWCPBDDHPUENIS-HPRBHFMPSA-N,CHEMBL538137,56,Androgen Receptor ,1,O=C1C=CC2C(CCC3C4CCCC4CCC23)N1,CC1CCC2(C)C(CCC3C4CC(C)C(C)C4(C)CCC32)C1C,C1CCC2C(C1)CCC1C3CCCC3CCC21
101,2212444,IC50,8.41,3.9,CC[C@H]1[C@@H](O)CC(=O)N1c1ccc(C#N)c(Cl)c1,CVAGOWUXEANSJG-RYUDHWBXSA-N,CHEMBL4072533,56,Androgen Receptor ,1,O=C1CCCN1c1ccccc1,CCC1CCC(C2C(C)CC(C)C2CC)CC1C,C1CCC(C2CCCC2)CC1
102,1177663,IC50,7.33,43.0,CC1(C)CN(Cc2nc3ccccc3s2)C(=O)C1Oc1ccc(C#N)c(C(F)(F)F)c1,OYNMTOOSLOLDET-UHFFFAOYSA-N,CHEMBL1830952,56,Androgen Receptor ,1,O=C1C(Oc2ccccc2)CCN1Cc1nc2ccccc2s1,CCC1CCC(CC2C(C)C(CC3CC4CCCCC4C3)CC2(C)C)CC1C(C)(C)C,C1CCC(CC2CCC(CC3CC4CCCCC4C3)C2)CC1
103,305278,IC50,7.23,59.0,Cc1cc(N2C(=O)[C@@H]3C4C=CC([C@H](O)[C@@H]4O)[C@@H]3C2=O)ccc1Br,ISJHWYSOCHFPDL-QKLSTMGWSA-N,CHEMBL427502,56,Androgen Receptor ,1,O=C1C2C3C=CC(CC3)C2C(=O)N1c1ccccc1,CC1CCC(C2C(C)C3C4CCC(C(C)C4C)C3C2C)CC1C,C1CCC(C2CC3C4CCC(CC4)C3C2)CC1
104,413876,IC50,8.42,3.8,CCCCN(C)c1cc(C(F)(F)F)c(C#N)cn1,DKMAKSQIPLLSSP-UHFFFAOYSA-N,CHEMBL249071,56,Androgen Receptor ,1,c1ccncc1,CCCCC(C)C1CCC(CC)C(C(C)(C)C)C1,C1CCCCC1
105,1832440,IC50,8.39,4.1,C[C@H]1[C@@H](CO)CCN1c1ccc(C#N)c2ccccc12,ACYXDSBSDZXJHI-GXTWGEPZSA-N,CHEMBL3402231,56,Androgen Receptor ,1,c1ccc2c(N3CCCC3)cccc2c1,CCC1CCC(C2CCC(CC)C3CCCCC32)C1C,C1CCC2C(C1)CCCC2C1CCCC1
106,457064,IC50,7.77,29.0,COc1cc(SC(C)C)ccc1C#N,MIAOMCWVGGHYSA-UHFFFAOYSA-N,CHEMBL445429,56,Androgen Receptor ,1,c1ccccc1,CCC1CCC(CC(C)C)CC1CC,C1CCCCC1
107,219275,IC50,7.52,30.0,CC1=CC(C)(C)Nc2cc3nc(Cl)cc(C(F)(F)F)c3cc21,MOTAVLVEOHIACI-UHFFFAOYSA-N,CHEMBL133331,56,Androgen Receptor ,1,C1=Cc2cc3cccnc3cc2NC1,CC1CC2CC3CC(C)(C)CC(C)C3CC2C(C(C)(C)C)C1,C1CCC2CC3CCCCC3CC2C1
108,272662,IC50,7.57,27.0,CN1c2cc3c(cc2[C@H]2CCCC(C)(C)[C@H]21)c(C(F)(F)F)cc(=O)n3C,NJDIGNMRUNIBPJ-ZMZPIMSZSA-N,CHEMBL163142,56,Androgen Receptor ,1,O=c1ccc2cc3c(cc2[nH]1)NC1CCCCC31,CC1CC(C(C)(C)C)C2CC3C(CC2C1C)C(C)C1C3CCCC1(C)C,C1CCC2CC3C(CC2C1)CC1CCCCC13
109,2227813,IC50,8.05,9.0,CC[C@H]1[C@@H](O)CC(=O)N1c1ccc(C#N)c(Cl)c1C,LJFARBUAFWPUTN-JQWIXIFHSA-N,CHEMBL4087902,56,Androgen Receptor ,1,O=C1CCCN1c1ccccc1,CCC1CCC(C2C(C)CC(C)C2CC)C(C)C1C,C1CCC(C2CCCC2)CC1
110,249414,IC50,8.05,9.0,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,XWXYUMMDTVBTOU-UHFFFAOYSA-N,CHEMBL1274,56,Androgen Receptor ,1,O=C1CNC(=O)N1c1ccccc1,CC(C)C1CCC(C2C(C)CC(C)(C)C2C)CC1C(C)(C)C,C1CCC(C2CCCC2)CC1
111,396187,IC50,7.44,36.0,CCCc1cc(=O)[nH]c2ccc(N(CC(F)(F)F)CC(F)(F)F)cc12,CFNJVXQDHLLLEQ-UHFFFAOYSA-N,CHEMBL392004,56,Androgen Receptor ,1,O=c1ccc2ccccc2[nH]1,CCCC1CC(C)CC2CCC(C(CC(C)(C)C)CC(C)(C)C)CC12,C1CCC2CCCCC2C1
112,1263703,IC50,7.16,69.0,Cc1nc2ncccn2c1C(=O)N[C@H]1C(C)(C)[C@H](Oc2ccc(C#N)c(Cl)c2)C1(C)C,RTYRPBCRONQBGK-MXVIHJGJSA-N,CHEMBL1916248,56,Androgen Receptor ,1,O=C(NC1CC(Oc2ccccc2)C1)c1cnc2ncccn12,CCC1CCC(CC2C(C)(C)C(CC(C)C3C(C)CC4CCCCC43)C2(C)C)CC1C,C1CCC(CC2CC(CCC3CCC4CCCCC43)C2)CC1
113,1736829,IC50,7.44,36.5,C[C@](O)(COc1ccc(Cl)cc1)C(=O)N1CCc2c(C#N)cccc21,GJHJRGLJWHMEEG-IBGZPJMESA-N,CHEMBL3238277,56,Androgen Receptor ,1,O=C(CCOc1ccccc1)N1CCc2ccccc21,CCC1CCCC2C1CCC2C(C)C(C)(C)CCC1CCC(C)CC1,C1CCC(CCCCC2CCC3CCCCC23)CC1
114,338580,IC50,7.07,85.0,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/F)C1CC[C@@H]2O,QNHUAOAFGVCXEA-ALBGZISYSA-N,CHEMBL202400,56,Androgen Receptor ,1,C1=C2CCCCC2C2CCC3CCCC3C2C1,CCCC12CCC(C)CC1CCC1C3CCC(C)C3(C)CCC12,C1CCC2C(C1)CCC1C3CCCC3CCC21
115,513229,IC50,7.315,26.0,N#Cc1ccc(C2CCCCC2O)cc1C(F)(F)F,MENRRRXHFQYXDW-UHFFFAOYSA-N,CHEMBL501627,56,Androgen Receptor ,1,c1ccc(C2CCCCC2)cc1,CCC1CCC(C2CCCCC2C)CC1C(C)(C)C,C1CCC(C2CCCCC2)CC1
116,1271902,IC50,7.21,62.0,CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(S(=O)(=O)c2ccccc2)c1C,HGLOBLYGOSCYIW-UHFFFAOYSA-N,CHEMBL1934433,56,Androgen Receptor ,1,O=S(=O)(c1ccccc1)n1ccc(-c2ccccc2)c1,CCCC(C)C1C(C)C(C(C)(C)C2CCCCC2)C(C)C1C1CCC(C(C)C)CC1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
117,2015647,IC50,7.27,54.0,OC1(C(F)(F)F)CCCc2c1[nH]c1c(F)cc(Cl)cc21,AQPPCKBTCIQHBJ-UHFFFAOYSA-N,CHEMBL3682524,56,Androgen Receptor ,1,c1ccc2c3c([nH]c2c1)CCCC3,CC1CC(C)C2CC3C(CCCC3(C)C(C)(C)C)C2C1,C1CCC2C(C1)CC1CCCCC12
118,262740,IC50,7.38,42.0,CCCC1(C)CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,OZOCEQJJPURLNT-UHFFFAOYSA-N,CHEMBL160713,56,Androgen Receptor ,1,c1cnc2cc3c(cc2c1)CCCN3,CCCC1(C)CCC2CC3C(CC(C)CC3C(C)(C)C)CC2C1,C1CCC2CC3CCCCC3CC2C1
119,2222923,IC50,7.85,14.0,N#CC[C@H]1[C@@H](O)CC(=O)N1c1ccc(C#N)c(Cl)c1,ZZKIQQDWLFVAHC-RYUDHWBXSA-N,CHEMBL4083012,56,Androgen Receptor ,1,O=C1CCCN1c1ccccc1,CCCC1C(C)CC(C)C1C1CCC(CC)C(C)C1,C1CCC(C2CCCC2)CC1
120,1736827,IC50,7.47,34.2,C[C@](O)(COc1cccc(F)c1)C(=O)N1CCc2c(C#N)cccc21,YCQHDOUCTPXMLD-IBGZPJMESA-N,CHEMBL3238275,56,Androgen Receptor ,1,O=C(CCOc1ccccc1)N1CCc2ccccc21,CCC1CCCC2C1CCC2C(C)C(C)(C)CCC1CCCC(C)C1,C1CCC(CCCCC2CCC3CCCCC23)CC1
121,1966808,IC50,7.64,23.0,CCC(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,PMCLLUCMPAMXHP-FTDAXETJSA-N,CHEMBL3623119,56,Androgen Receptor ,1,O=C1C2C3CCC(O3)C2C(=O)N1c1ccccc1,CCC(C)CC1CC2(C)CC1(C)C1C(C)C(C3CCC(CC)C(C(C)(C)C)C3)C(C)C12,C1CCC(C2CC3C4CCC(C4)C3C2)CC1
122,2028860,IC50,7.12,76.0,CC[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(CC)[C@@H](CC[C@@]34C=CC(=O)O4)[C@H]12,QOKBDMCTJPOERX-VDXMOKCDSA-N,CHEMBL3695605,56,Androgen Receptor ,1,O=C1C=C2CCC3C(CCC4C3CCC43C=CC(=O)O3)C2CC1,CCC1CC2CC(C)CCC2C2CCC3(CC)C(CCC34CCC(C)C4)C12,C1CCC2C(C1)CCC1C2CCC2C1CCC21CCCC1
123,2130686,IC50,7.36,44.0,CNC(=O)[C@@]12[C@@H]3CC[C@@H](C3)[C@@H]1CN(c1ccc(C#N)c(C(F)(F)F)c1)S2(=O)=O,FDJVLWRVELKFRX-AGLBBYSZSA-N,CHEMBL3921315,56,Androgen Receptor ,1,O=S1(=O)C2C3CCC(C3)C2CN1c1ccccc1,CCC1CCC(C2CC3C4CCC(C4)C3(C(C)CC)C2(C)C)CC1C(C)(C)C,C1CCC(C2CC3C4CCC(C4)C3C2)CC1
124,2564160,IC50,7.22,60.0,Cc1cccc2c(-c3ccc4ccccc4n3)c[nH]c12,FPKBNOVQNMJTEJ-UHFFFAOYSA-N,CHEMBL4870389,56,Androgen Receptor ,1,c1ccc2nc(-c3c[nH]c4ccccc34)ccc2c1,CC1CCCC2C1CCC2C1CCC2CCCCC2C1,C1CCC2CC(C3CCC4CCCCC43)CCC2C1
125,683843,IC50,7.41,39.0,C[C@]12CN(C(=O)Nc3ccc(F)cc3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,HTJIIKWSZUFQDQ-OIBSYFMQSA-N,CHEMBL1210034,56,Androgen Receptor ,1,O=C(Nc1ccccc1)N1CC2OC(C1)C1C(=O)N(c3ccccc3)C(=O)C21,CCC1CCC(C2C(C)C3C(C2C)C2(C)CC(C(C)CC4CCC(C)CC4)CC3(C)C2)CC1C(C)(C)C,C1CCC(CCC2CC3CC(C2)C2CC(C4CCCCC4)CC32)CC1
126,683778,IC50,7.27,54.0,C[C@]12CN(C(=O)c3ccccc3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,AJRVMZYALQDOAT-OIBSYFMQSA-N,CHEMBL1209970,56,Androgen Receptor ,1,O=C(c1ccccc1)N1CC2OC(C1)C1C(=O)N(c3ccccc3)C(=O)C21,CCC1CCC(C2C(C)C3C(C2C)C2(C)CC(C(C)C4CCCCC4)CC3(C)C2)CC1C(C)(C)C,C1CCC(CC2CC3CC(C2)C2CC(C4CCCCC4)CC32)CC1
127,1384600,IC50,7.82,15.0,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1O,TXGBFMUJGCQMKI-UHFFFAOYSA-N,CHEMBL2112349,56,Androgen Receptor ,1,c1ccccc1,CC(C)C1CCC(CC(C)C(C)(C)C)C(C)C1C(C)(C)C,C1CCCCC1
128,2512839,IC50,7.36,43.0,C[C@](O)(Cn1cc(C#N)cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,HSSVFKGJRBTBRJ-HNNXBMFYSA-N,CHEMBL4776248,56,Androgen Receptor ,1,O=C(CCn1cccn1)Nc1ccccc1,CCC1CCC(CC(C)(C)C(C)CC2CCC(CC)C(C(C)(C)C)C2)C1,C1CCC(CCCCC2CCCC2)CC1
129,413875,IC50,8.15,7.0,CCC(C)N(C)c1cc(C(F)(F)F)c(C#N)cn1,WMYGSHNEJKIIII-UHFFFAOYSA-N,CHEMBL249070,56,Androgen Receptor ,1,c1ccncc1,CCC(C)C(C)C1CCC(CC)C(C(C)(C)C)C1,C1CCCCC1
130,1263706,IC50,7.23,59.0,CC1(C)[C@H](NC(=O)c2cnn(CCO)c2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,HJJNHDLYWZTKGQ-WGSAOQKQSA-N,CHEMBL1916251,56,Androgen Receptor ,1,O=C(NC1CC(Oc2ccccc2)C1)c1cn[nH]c1,CCCC1CCC(C(C)CC2C(C)(C)C(CC3CCC(CC)C(C)C3)C2(C)C)C1,C1CCC(CC2CC(CCC3CCCC3)C2)CC1
131,279896,IC50,8.67,7.0,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,CCCIJQPRIXGQOE-XWSJACJDSA-N,CHEMBL166444,56,Androgen Receptor ,1,O=C1C=C2CCC3C(=C2CC1)C=CC1CCCC13,CC1CCC2C(CCC3C2CCC2(C)C3CCC2(C)C)C1,C1CCC2C(C1)CCC1C3CCCC3CCC21
132,2038910,IC50,7.3,50.0,O=c1cc(C(F)(F)F)c2ccc(NCC(F)(F)F)cc2o1,XJYBQBBQQUVJCX-UHFFFAOYSA-N,CHEMBL3706904,56,Androgen Receptor ,1,O=c1ccc2ccccc2o1,CC1CC2CC(CCC(C)(C)C)CCC2C(C(C)(C)C)C1,C1CCC2CCCCC2C1
133,305315,IC50,7.39,41.0,O=C1[C@@H]2C3C=CC(C3)[C@@H]2C(=O)N1c1ccc(Cl)c(Cl)c1,KEOHVBVLJVUNLS-GHXBURCUSA-N,CHEMBL182593,56,Androgen Receptor ,1,O=C1C2C3C=CC(C3)C2C(=O)N1c1ccccc1,CC1CCC(C2C(C)C3C4CCC(C4)C3C2C)CC1C,C1CCC(C2CC3C4CCC(C4)C3C2)CC1
134,1271900,IC50,7.28,52.0,CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(CCc2ccccc2)c1C,YISCUJVWOCQXGL-UHFFFAOYSA-N,CHEMBL1933081,56,Androgen Receptor ,1,c1ccc(CCn2ccc(-c3ccccc3)c2)cc1,CCCC(C)C1C(C)C(CCC2CCCCC2)C(C)C1C1CCC(C(C)C)CC1,C1CCC(CCC2CCC(C3CCCCC3)C2)CC1
135,2454958,IC50,7.32,48.0,CN(C[C@](C)(O)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1)c1ccc(C#N)c(-c2ccccc2)c1,IJSTYVUOTHDSEX-VWLOTQADSA-N,CHEMBL4584527,56,Androgen Receptor ,1,O=C(CCNc1cccc(-c2ccccc2)c1)Nc1ccccc1,CCC1CCC(C(C)CC(C)(C)C(C)CC2CCC(CC)C(C(C)(C)C)C2)CC1C1CCCCC1,C1CCC(CCCCCC2CCCC(C3CCCCC3)C2)CC1
136,1736840,IC50,8.04,9.1,C[C@](O)(COc1ccc(F)cc1C#N)C(=O)N1CCc2c(C#N)cccc21,WDYAMQDMOIBNMY-FQEVSTJZSA-N,CHEMBL3238288,56,Androgen Receptor ,1,O=C(CCOc1ccccc1)N1CCc2ccccc21,CCC1CC(C)CCC1CCC(C)(C)C(C)C1CCC2C(CC)CCCC21,C1CCC(CCCCC2CCC3CCCCC23)CC1
137,1271898,IC50,8.27,5.5,CCOC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)c(C)n(Cc2ccccc2)c1C,CSRPJQSEAQGGNZ-UHFFFAOYSA-N,CHEMBL1934430,56,Androgen Receptor ,1,c1ccc(Cn2ccc(-c3ccccc3)c2)cc1,CCCC(C)C1C(C)C(CC2CCCCC2)C(C)C1C1CCC(C(C)C)CC1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
138,683845,IC50,7.07,85.0,CCS(=O)(=O)N1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,BGQBJNYZWQSSTF-FDCRZUCXSA-N,CHEMBL1210036,56,Androgen Receptor ,1,O=C1C2C3CNCC(O3)C2C(=O)N1c1ccccc1,CCC1CCC(C2C(C)C3C(C2C)C2(C)CC(C(C)(C)CC)CC3(C)C2)CC1C(C)(C)C,C1CCC(C2CC3C4CCCC(C4)C3C2)CC1
139,396195,IC50,7.7,20.0,C[C@H](N(CC(F)(F)F)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1)C(F)(F)F,SUBOLNIDKQTFIM-ZETCQYMHSA-N,CHEMBL235128,56,Androgen Receptor ,1,O=c1ccc2ccccc2[nH]1,CC1CC2CCC(C(CC(C)(C)C)C(C)C(C)(C)C)CC2C(C(C)(C)C)C1,C1CCC2CCCCC2C1
140,457068,IC50,7.8,23.0,CCCSc1ccc(C#N)c(C(F)(F)F)c1,CUMRETWHEPZEIN-UHFFFAOYSA-N,CHEMBL462664,56,Androgen Receptor ,1,c1ccccc1,CCCCC1CCC(CC)C(C(C)(C)C)C1,C1CCCCC1
141,683711,IC50,7.725,25.0,CCCN1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,UXEYDVOBHLUZOF-NFQUHZNNSA-N,CHEMBL1209903,56,Androgen Receptor ,1,O=C1C2C3CNCC(O3)C2C(=O)N1c1ccccc1,CCCC1CC2(C)CC(C)(C1)C1C(C)C(C3CCC(CC)C(C(C)(C)C)C3)C(C)C12,C1CCC(C2CC3C4CCCC(C4)C3C2)CC1
142,2208857,IC50,9.385,0.52,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@]1(C)O,PCODDYHHQZPAJY-ZANVPECISA-N,CHEMBL4068946,56,Androgen Receptor ,1,c1ccc(N2CCCC2)cc1,CCC1CCC(C2CCC(C)(C)C2C)CC1C,C1CCC(C2CCCC2)CC1
143,2214466,IC50,7.54,28.7,Cn1c(C#N)ccc1-c1c(Cl)cc(O)cc1Cl,FNYOPUQWXDOSJG-UHFFFAOYSA-N,CHEMBL4074555,56,Androgen Receptor ,1,c1ccc(-c2ccc[nH]2)cc1,CCC1CCC(C2C(C)CC(C)CC2C)C1C,C1CCC(C2CCCC2)CC1
144,627582,IC50,7.05,89.0,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCNS(N)(=O)=O,DNOXQXMQZDSJQU-UHFFFAOYSA-N,CHEMBL1095224,56,Androgen Receptor ,1,O=C1CNC(=S)N1c1ccccc1,CCC1CCC(C2C(C)C(CCCCC(C)(C)C)C(C)(C)C2C)CC1C(C)(C)C,C1CCC(C2CCCC2)CC1
145,413873,IC50,7.11,78.0,CCCN(CCC)c1cc(C(F)(F)F)c(C#N)cn1,NWPDUOPVSFEYPQ-UHFFFAOYSA-N,CHEMBL248868,56,Androgen Receptor ,1,c1ccncc1,CCCC(CCC)C1CCC(CC)C(C(C)(C)C)C1,C1CCCCC1
146,2104848,IC50,7.04,92.0,[C-]#[N+]c1ccc(N2C(=O)C3(CCC3)N(c3ccc(CCCC(=O)NC)cc3)C2=S)cc1C(F)(F)F,UATAHPYJSPXMMM-UHFFFAOYSA-N,CHEMBL3895477,56,Androgen Receptor ,1,O=C1N(c2ccccc2)C(=S)N(c2ccccc2)C12CCC2,CCC(C)CCCC1CCC(C2C(C)C(C3CCC(CC)C(C(C)(C)C)C3)C(C)C23CCC3)CC1,C1CCC(C2CC(C3CCCCC3)C3(CCC3)C2)CC1
147,2038884,IC50,7.46,35.0,CCNc1ccc2c(C(F)(F)F)cc(=O)[nH]c2c1,IRACJWZGMABLEC-UHFFFAOYSA-N,CHEMBL3706878,56,Androgen Receptor ,1,O=c1ccc2ccccc2[nH]1,CCCC1CCC2C(CC(C)CC2C(C)(C)C)C1,C1CCC2CCCCC2C1
148,1837634,IC50,7.18,66.0,N#Cc1ccc(N2C3CCC2CC(=O)C3)cc1C(F)(F)F,XNEZFNKTYYYIRH-UHFFFAOYSA-N,CHEMBL3410852,56,Androgen Receptor ,1,O=C1CC2CCC(C1)N2c1ccccc1,CCC1CCC(C2C3CCC2CC(C)C3)CC1C(C)(C)C,C1CCC(C2C3CCCC2CC3)CC1
149,2038883,IC50,7.52,30.0,CNc1ccc2c(C(F)(F)F)cc(=O)[nH]c2c1,VAHVDMYRASESOR-UHFFFAOYSA-N,CHEMBL3706877,56,Androgen Receptor ,1,O=c1ccc2ccccc2[nH]1,CCC1CCC2C(CC(C)CC2C(C)(C)C)C1,C1CCC2CCCCC2C1
150,262773,IC50,7.47,34.0,CC1=CC(C)(C)Nc2cc3c(cc21)c(C(F)(F)F)cc(=O)n3C,XCZSJKKONDGKDF-UHFFFAOYSA-N,CHEMBL160386,56,Androgen Receptor ,1,O=c1ccc2cc3c(cc2[nH]1)NCC=C3,CC1CC(C(C)(C)C)C2CC3C(C)CC(C)(C)CC3CC2C1C,C1CCC2CC3CCCCC3CC2C1
151,417391,IC50,7.37,43.0,N#Cc1ccc(O[C@H]2CCCC[C@@H]2C#N)cc1C(F)(F)F,ARJGHPDXAXFKDW-RISCZKNCSA-N,CHEMBL399439,56,Androgen Receptor ,1,c1ccc(OC2CCCCC2)cc1,CCC1CCCCC1CC1CCC(CC)C(C(C)(C)C)C1,C1CCC(CC2CCCCC2)CC1
